foodItem,path,image,skip_food.thisRepN,skip_food.thisTrialN,skip_food.thisN,skip_food.thisIndex,food_rating_loop.thisRepN,food_rating_loop.thisTrialN,food_rating_loop.thisN,food_rating_loop.thisIndex,start_food_rat_key.started,start_food_rat_text.started,start_food_rat_key.keys,start_food_rat_key.rt,foodImage.started,next_button.started,food_slider.response,food_slider.rt,next_button.numClicks,next_button.timesOn,next_button.timesOff,participant,group,extra,practice,rainbow,dorate,date,expName,psychopyVersion,frameRate,
mini muffins.jpg,stimuli/food/,stimuli/food/mini muffins.jpg,0,0,0,0,0,10,10,41,,,,,64.31960330001311,64.86967260000529,8.338750000000001,0.5331822000443935,11,"[1.6845920999767259, 0.8337809999939054, 0.7335125000099652, 4.218718499992974, 0.46825400000670925, 0.7669633000041358, 0.6345606000395492, 0.5502096999553032, 0.5015247000264935, 0.5334193000453524, 0.7168563000159338]","[1.6845968999550678, 0.8337862000335008, 0.7335207000141963, 4.218725099985022, 0.46826570003759116, 0.7669688999885693, 0.6345662000239827, 0.5502160000032745, 0.5015534000121988, 0.5334255000343546, 0.7168627000064589]",666,food,0,1,BR,1,2023-07-17_14h19.11.061,crystals,2022.2.4,60.085609964439804,
reeses.jpg,stimuli/food/,stimuli/food/reeses.jpg,0,0,0,0,0,11,11,52,,,,,66.1194886000012,67.55311699997401,7.3525,1.4169097999692895,12,"[1.6845920999767259, 0.8337809999939054, 0.7335125000099652, 4.218718499992974, 0.46825400000670925, 0.7669633000041358, 0.6345606000395492, 0.5502096999553032, 0.5015247000264935, 0.5334193000453524, 0.7168563000159338, 0.6876487000263296]","[1.6845968999550678, 0.8337862000335008, 0.7335207000141963, 4.218725099985022, 0.46826570003759116, 0.7669688999885693, 0.6345662000239827, 0.5502160000032745, 0.5015534000121988, 0.5334255000343546, 0.7168627000064589, 0.6876641000271775]",666,food,0,1,BR,1,2023-07-17_14h19.11.061,crystals,2022.2.4,60.085609964439804,
broccoli cauliflower.jpg,stimuli/food/,stimuli/food/broccoli cauliflower.jpg,0,0,0,0,0,12,12,11,,,,,68.7694913999876,69.05362889997195,6.4825,0.26619990001199767,13,"[1.6845920999767259, 0.8337809999939054, 0.7335125000099652, 4.218718499992974, 0.46825400000670925, 0.7669633000041358, 0.6345606000395492, 0.5502096999553032, 0.5015247000264935, 0.5334193000453524, 0.7168563000159338, 0.6876487000263296, 0.5503682999988087]","[1.6845968999550678, 0.8337862000335008, 0.7335207000141963, 4.218725099985022, 0.46826570003759116, 0.7669688999885693, 0.6345662000239827, 0.5502160000032745, 0.5015534000121988, 0.5334255000343546, 0.7168627000064589, 0.6876641000271775, 0.5503752999939024]",666,food,0,1,BR,1,2023-07-17_14h19.11.061,crystals,2022.2.4,60.085609964439804,
Grapes.jpg,stimuli/food/,stimuli/food/Grapes.jpg,0,0,0,0,0,13,13,29,,,,,70.13627359998645,70.5699081000057,5.36875,0.4173463999759406,14,"[1.6845920999767259, 0.8337809999939054, 0.7335125000099652, 4.218718499992974, 0.46825400000670925, 0.7669633000041358, 0.6345606000395492, 0.5502096999553032, 0.5015247000264935, 0.5334193000453524, 0.7168563000159338, 0.6876487000263296, 0.5503682999988087, 0.5345272999838926]","[1.6845968999550678, 0.8337862000335008, 0.7335207000141963, 4.218725099985022, 0.46826570003759116, 0.7669688999885693, 0.6345662000239827, 0.5502160000032745, 0.5015534000121988, 0.5334255000343546, 0.7168627000064589, 0.6876641000271775, 0.5503752999939024, 0.5345355999888852]",666,food,0,1,BR,1,2023-07-17_14h19.11.061,crystals,2022.2.4,60.085609964439804,
baguette oil.jpg,stimuli/food/,stimuli/food/baguette oil.jpg,0,0,0,0,0,14,14,8,,,,,71.63609280000674,72.06980900000781,4.3149999999999995,0.4161706999875605,15,"[1.6845920999767259, 0.8337809999939054, 0.7335125000099652, 4.218718499992974, 0.46825400000670925, 0.7669633000041358, 0.6345606000395492, 0.5502096999553032, 0.5015247000264935, 0.5334193000453524, 0.7168563000159338, 0.6876487000263296, 0.5503682999988087, 0.5345272999838926, 0.5345247999648564]","[1.6845968999550678, 0.8337862000335008, 0.7335207000141963, 4.218725099985022, 0.46826570003759116, 0.7669688999885693, 0.6345662000239827, 0.5502160000032745, 0.5015534000121988, 0.5334255000343546, 0.7168627000064589, 0.6876641000271775, 0.5503752999939024, 0.5345355999888852, 0.5345320000196807]",666,food,0,1,BR,1,2023-07-17_14h19.11.061,crystals,2022.2.4,60.085609964439804,
soup with spoon.jpg,stimuli/food/,stimuli/food/soup with spoon.jpg,0,0,0,0,0,15,15,61,,,,,73.15303449996281,73.48662109998986,3.36625,0.31731210002908483,16,"[1.6845920999767259, 0.8337809999939054, 0.7335125000099652, 4.218718499992974, 0.46825400000670925, 0.7669633000041358, 0.6345606000395492, 0.5502096999553032, 0.5015247000264935, 0.5334193000453524, 0.7168563000159338, 0.6876487000263296, 0.5503682999988087, 0.5345272999838926, 0.5345247999648564, 0.8503420000197366]","[1.6845968999550678, 0.8337862000335008, 0.7335207000141963, 4.218725099985022, 0.46826570003759116, 0.7669688999885693, 0.6345662000239827, 0.5502160000032745, 0.5015534000121988, 0.5334255000343546, 0.7168627000064589, 0.6876641000271775, 0.5503752999939024, 0.5345355999888852, 0.5345320000196807, 0.8503499000216834]",666,food,0,1,BR,1,2023-07-17_14h19.11.061,crystals,2022.2.4,60.085609964439804,
grilled chicken strips.jpg,stimuli/food/,stimuli/food/grilled chicken strips.jpg,0,0,0,0,0,16,16,32,,,,,74.86943409999367,75.44163999997545,2.42875,0.5170785000082105,17,"[1.6845920999767259, 0.8337809999939054, 0.7335125000099652, 4.218718499992974, 0.46825400000670925, 0.7669633000041358, 0.6345606000395492, 0.5502096999553032, 0.5015247000264935, 0.5334193000453524, 0.7168563000159338, 0.6876487000263296, 0.5503682999988087, 0.5345272999838926, 0.5345247999648564, 0.8503420000197366, 0.4698708000360057]","[1.6845968999550678, 0.8337862000335008, 0.7335207000141963, 4.218725099985022, 0.46826570003759116, 0.7669688999885693, 0.6345662000239827, 0.5502160000032745, 0.5015534000121988, 0.5334255000343546, 0.7168627000064589, 0.6876641000271775, 0.5503752999939024, 0.5345355999888852, 0.5345320000196807, 0.8503499000216834, 0.46987550001358613]",666,food,0,1,BR,1,2023-07-17_14h19.11.061,crystals,2022.2.4,60.085609964439804,
eggs.jpg,stimuli/food/,stimuli/food/eggs.jpg,0,0,0,0,0,17,17,24,,,,,76.41921249998268,76.92041979997884,1.15375,0.4831726999836974,18,"[1.6845920999767259, 0.8337809999939054, 0.7335125000099652, 4.218718499992974, 0.46825400000670925, 0.7669633000041358, 0.6345606000395492, 0.5502096999553032, 0.5015247000264935, 0.5334193000453524, 0.7168563000159338, 0.6876487000263296, 0.5503682999988087, 0.5345272999838926, 0.5345247999648564, 0.8503420000197366, 0.4698708000360057, 0.5337919000303373]","[1.6845968999550678, 0.8337862000335008, 0.7335207000141963, 4.218725099985022, 0.46826570003759116, 0.7669688999885693, 0.6345662000239827, 0.5502160000032745, 0.5015534000121988, 0.5334255000343546, 0.7168627000064589, 0.6876641000271775, 0.5503752999939024, 0.5345355999888852, 0.5345320000196807, 0.8503499000216834, 0.46987550001358613, 0.5337988000246696]",666,food,0,1,BR,1,2023-07-17_14h19.11.061,crystals,2022.2.4,60.085609964439804,
chicken nuggets2.jpg,stimuli/food/,stimuli/food/chicken nuggets2.jpg,0,0,0,0,0,18,18,18,,,,,78.00436749996152,78.55425350001315,2.335,0.5327630999963731,19,"[1.6845920999767259, 0.8337809999939054, 0.7335125000099652, 4.218718499992974, 0.46825400000670925, 0.7669633000041358, 0.6345606000395492, 0.5502096999553032, 0.5015247000264935, 0.5334193000453524, 0.7168563000159338, 0.6876487000263296, 0.5503682999988087, 0.5345272999838926, 0.5345247999648564, 0.8503420000197366, 0.4698708000360057, 0.5337919000303373, 0.6480420000152662]","[1.6845968999550678, 0.8337862000335008, 0.7335207000141963, 4.218725099985022, 0.46826570003759116, 0.7669688999885693, 0.6345662000239827, 0.5502160000032745, 0.5015534000121988, 0.5334255000343546, 0.7168627000064589, 0.6876641000271775, 0.5503752999939024, 0.5345355999888852, 0.5345320000196807, 0.8503499000216834, 0.46987550001358613, 0.5337988000246696, 0.6480473999981768]",666,food,0,1,BR,1,2023-07-17_14h19.11.061,crystals,2022.2.4,60.085609964439804,
Cheese nachos.jpg,stimuli/food/,stimuli/food/Cheese nachos.jpg,0,0,0,0,0,19,19,15,,,,,80.38992320001125,80.85386839997955,3.3287500000000003,1.0854015999939293,20,"[1.6845920999767259, 0.8337809999939054, 0.7335125000099652, 4.218718499992974, 0.46825400000670925, 0.7669633000041358, 0.6345606000395492, 0.5502096999553032, 0.5015247000264935, 0.5334193000453524, 0.7168563000159338, 0.6876487000263296, 0.5503682999988087, 0.5345272999838926, 0.5345247999648564, 0.8503420000197366, 0.4698708000360057, 0.5337919000303373, 0.6480420000152662, 0.5011134000378661]","[1.6845968999550678, 0.8337862000335008, 0.7335207000141963, 4.218725099985022, 0.46826570003759116, 0.7669688999885693, 0.6345662000239827, 0.5502160000032745, 0.5015534000121988, 0.5334255000343546, 0.7168627000064589, 0.6876641000271775, 0.5503752999939024, 0.5345355999888852, 0.5345320000196807, 0.8503499000216834, 0.46987550001358613, 0.5337988000246696, 0.6480473999981768, 0.5011200000299141]",666,food,0,1,BR,1,2023-07-17_14h19.11.061,crystals,2022.2.4,60.085609964439804,
PB.jpg,stimuli/food/,stimuli/food/PB.jpg,0,0,0,0,0,20,20,45,,,,,81.88861239998369,82.46940649999306,4.206250000000001,0.5670232999837026,21,"[1.6845920999767259, 0.8337809999939054, 0.7335125000099652, 4.218718499992974, 0.46825400000670925, 0.7669633000041358, 0.6345606000395492, 0.5502096999553032, 0.5015247000264935, 0.5334193000453524, 0.7168563000159338, 0.6876487000263296, 0.5503682999988087, 0.5345272999838926, 0.5345247999648564, 0.8503420000197366, 0.4698708000360057, 0.5337919000303373, 0.6480420000152662, 0.5011134000378661, 0.5681661000126041]","[1.6845968999550678, 0.8337862000335008, 0.7335207000141963, 4.218725099985022, 0.46826570003759116, 0.7669688999885693, 0.6345662000239827, 0.5502160000032745, 0.5015534000121988, 0.5334255000343546, 0.7168627000064589, 0.6876641000271775, 0.5503752999939024, 0.5345355999888852, 0.5345320000196807, 0.8503499000216834, 0.46987550001358613, 0.5337988000246696, 0.6480473999981768, 0.5011200000299141, 0.5681716999970376]",666,food,0,1,BR,1,2023-07-17_14h19.11.061,crystals,2022.2.4,60.085609964439804,
1%milk.jpg,stimuli/food/,stimuli/food/1%milk.jpg,0,0,0,0,0,21,21,0,,,,,83.58638649998466,84.23659739998402,5.10625,0.6345471999957226,22,"[1.6845920999767259, 0.8337809999939054, 0.7335125000099652, 4.218718499992974, 0.46825400000670925, 0.7669633000041358, 0.6345606000395492, 0.5502096999553032, 0.5015247000264935, 0.5334193000453524, 0.7168563000159338, 0.6876487000263296, 0.5503682999988087, 0.5345272999838926, 0.5345247999648564, 0.8503420000197366, 0.4698708000360057, 0.5337919000303373, 0.6480420000152662, 0.5011134000378661, 0.5681661000126041, 0.6837556999525987]","[1.6845968999550678, 0.8337862000335008, 0.7335207000141963, 4.218725099985022, 0.46826570003759116, 0.7669688999885693, 0.6345662000239827, 0.5502160000032745, 0.5015534000121988, 0.5334255000343546, 0.7168627000064589, 0.6876641000271775, 0.5503752999939024, 0.5345355999888852, 0.5345320000196807, 0.8503499000216834, 0.46987550001358613, 0.5337988000246696, 0.6480473999981768, 0.5011200000299141, 0.5681716999970376, 0.6837622000020929]",666,food,0,1,BR,1,2023-07-17_14h19.11.061,crystals,2022.2.4,60.085609964439804,
yogurt pretzels.jpg,stimuli/food/,stimuli/food/yogurt pretzels.jpg,0,0,0,0,0,22,22,75,,,,,85.46979139995528,85.9550788999768,6.23125,0.449385899992194,23,"[1.6845920999767259, 0.8337809999939054, 0.7335125000099652, 4.218718499992974, 0.46825400000670925, 0.7669633000041358, 0.6345606000395492, 0.5502096999553032, 0.5015247000264935, 0.5334193000453524, 0.7168563000159338, 0.6876487000263296, 0.5503682999988087, 0.5345272999838926, 0.5345247999648564, 0.8503420000197366, 0.4698708000360057, 0.5337919000303373, 0.6480420000152662, 0.5011134000378661, 0.5681661000126041, 0.6837556999525987, 0.4674323999788612]","[1.6845968999550678, 0.8337862000335008, 0.7335207000141963, 4.218725099985022, 0.46826570003759116, 0.7669688999885693, 0.6345662000239827, 0.5502160000032745, 0.5015534000121988, 0.5334255000343546, 0.7168627000064589, 0.6876641000271775, 0.5503752999939024, 0.5345355999888852, 0.5345320000196807, 0.8503499000216834, 0.46987550001358613, 0.5337988000246696, 0.6480473999981768, 0.5011200000299141, 0.5681716999970376, 0.6837622000020929, 0.4674379000207409]",666,food,0,1,BR,1,2023-07-17_14h19.11.061,crystals,2022.2.4,60.085609964439804,
brownie.jpg,stimuli/food/,stimuli/food/brownie.jpg,0,0,0,0,0,23,23,12,,,,,86.95294149999972,87.62510119995568,7.1425,0.62259990000166,24,"[1.6845920999767259, 0.8337809999939054, 0.7335125000099652, 4.218718499992974, 0.46825400000670925, 0.7669633000041358, 0.6345606000395492, 0.5502096999553032, 0.5015247000264935, 0.5334193000453524, 0.7168563000159338, 0.6876487000263296, 0.5503682999988087, 0.5345272999838926, 0.5345247999648564, 0.8503420000197366, 0.4698708000360057, 0.5337919000303373, 0.6480420000152662, 0.5011134000378661, 0.5681661000126041, 0.6837556999525987, 0.4674323999788612, 0.49752979999175295]","[1.6845968999550678, 0.8337862000335008, 0.7335207000141963, 4.218725099985022, 0.46826570003759116, 0.7669688999885693, 0.6345662000239827, 0.5502160000032745, 0.5015534000121988, 0.5334255000343546, 0.7168627000064589, 0.6876641000271775, 0.5503752999939024, 0.5345355999888852, 0.5345320000196807, 0.8503499000216834, 0.46987550001358613, 0.5337988000246696, 0.6480473999981768, 0.5011200000299141, 0.5681716999970376, 0.6837622000020929, 0.4674379000207409, 0.49753819999750704]",666,food,0,1,BR,1,2023-07-17_14h19.11.061,crystals,2022.2.4,60.085609964439804,
air popcorn.jpg,stimuli/food/,stimuli/food/air popcorn.jpg,0,0,0,0,0,24,24,1,,,,,88.63679379998939,89.20382339996286,8.1175,0.5506152999587357,25,"[1.6845920999767259, 0.8337809999939054, 0.7335125000099652, 4.218718499992974, 0.46825400000670925, 0.7669633000041358, 0.6345606000395492, 0.5502096999553032, 0.5015247000264935, 0.5334193000453524, 0.7168563000159338, 0.6876487000263296, 0.5503682999988087, 0.5345272999838926, 0.5345247999648564, 0.8503420000197366, 0.4698708000360057, 0.5337919000303373, 0.6480420000152662, 0.5011134000378661, 0.5681661000126041, 0.6837556999525987, 0.4674323999788612, 0.49752979999175295, 0.9178679999895394]","[1.6845968999550678, 0.8337862000335008, 0.7335207000141963, 4.218725099985022, 0.46826570003759116, 0.7669688999885693, 0.6345662000239827, 0.5502160000032745, 0.5015534000121988, 0.5334255000343546, 0.7168627000064589, 0.6876641000271775, 0.5503752999939024, 0.5345355999888852, 0.5345320000196807, 0.8503499000216834, 0.46987550001358613, 0.5337988000246696, 0.6480473999981768, 0.5011200000299141, 0.5681716999970376, 0.6837622000020929, 0.4674379000207409, 0.49753819999750704, 0.9178744999808259]",666,food,0,1,BR,1,2023-07-17_14h19.11.061,crystals,2022.2.4,60.085609964439804,
mushrooms.jpg,stimuli/food/,stimuli/food/mushrooms.jpg,0,0,0,0,0,25,25,43,,,,,90.6532127999817,91.02054209995549,9.45625,0.3515475000021979,26,"[1.6845920999767259, 0.8337809999939054, 0.7335125000099652, 4.218718499992974, 0.46825400000670925, 0.7669633000041358, 0.6345606000395492, 0.5502096999553032, 0.5015247000264935, 0.5334193000453524, 0.7168563000159338, 0.6876487000263296, 0.5503682999988087, 0.5345272999838926, 0.5345247999648564, 0.8503420000197366, 0.4698708000360057, 0.5337919000303373, 0.6480420000152662, 0.5011134000378661, 0.5681661000126041, 0.6837556999525987, 0.4674323999788612, 0.49752979999175295, 0.9178679999895394, 0.6360502000316046]","[1.6845968999550678, 0.8337862000335008, 0.7335207000141963, 4.218725099985022, 0.46826570003759116, 0.7669688999885693, 0.6345662000239827, 0.5502160000032745, 0.5015534000121988, 0.5334255000343546, 0.7168627000064589, 0.6876641000271775, 0.5503752999939024, 0.5345355999888852, 0.5345320000196807, 0.8503499000216834, 0.46987550001358613, 0.5337988000246696, 0.6480473999981768, 0.5011200000299141, 0.5681716999970376, 0.6837622000020929, 0.4674379000207409, 0.49753819999750704, 0.9178744999808259, 0.6360636000172235]",666,food,0,1,BR,1,2023-07-17_14h19.11.061,crystals,2022.2.4,60.085609964439804,
Hershey Kisses.jpg,stimuli/food/,stimuli/food/Hershey Kisses.jpg,0,0,0,0,0,26,26,33,,,,,92.18680279998807,92.82018069998594,8.24125,0.6173770000459626,27,"[1.6845920999767259, 0.8337809999939054, 0.7335125000099652, 4.218718499992974, 0.46825400000670925, 0.7669633000041358, 0.6345606000395492, 0.5502096999553032, 0.5015247000264935, 0.5334193000453524, 0.7168563000159338, 0.6876487000263296, 0.5503682999988087, 0.5345272999838926, 0.5345247999648564, 0.8503420000197366, 0.4698708000360057, 0.5337919000303373, 0.6480420000152662, 0.5011134000378661, 0.5681661000126041, 0.6837556999525987, 0.4674323999788612, 0.49752979999175295, 0.9178679999895394, 0.6360502000316046, 1.0179003999801353]","[1.6845968999550678, 0.8337862000335008, 0.7335207000141963, 4.218725099985022, 0.46826570003759116, 0.7669688999885693, 0.6345662000239827, 0.5502160000032745, 0.5015534000121988, 0.5334255000343546, 0.7168627000064589, 0.6876641000271775, 0.5503752999939024, 0.5345355999888852, 0.5345320000196807, 0.8503499000216834, 0.46987550001358613, 0.5337988000246696, 0.6480473999981768, 0.5011200000299141, 0.5681716999970376, 0.6837622000020929, 0.4674379000207409, 0.49753819999750704, 0.9178744999808259, 0.6360636000172235, 1.0179070999729447]",666,food,0,1,BR,1,2023-07-17_14h19.11.061,crystals,2022.2.4,60.085609964439804,
salad w chicken.jpg,stimuli/food/,stimuli/food/salad w chicken.jpg,0,0,0,0,0,27,27,57,,,,,94.37007209996227,94.97058949997881,7.285,0.5835946000297554,28,"[1.6845920999767259, 0.8337809999939054, 0.7335125000099652, 4.218718499992974, 0.46825400000670925, 0.7669633000041358, 0.6345606000395492, 0.5502096999553032, 0.5015247000264935, 0.5334193000453524, 0.7168563000159338, 0.6876487000263296, 0.5503682999988087, 0.5345272999838926, 0.5345247999648564, 0.8503420000197366, 0.4698708000360057, 0.5337919000303373, 0.6480420000152662, 0.5011134000378661, 0.5681661000126041, 0.6837556999525987, 0.4674323999788612, 0.49752979999175295, 0.9178679999895394, 0.6360502000316046, 1.0179003999801353, 0.5163606000132859]","[1.6845968999550678, 0.8337862000335008, 0.7335207000141963, 4.218725099985022, 0.46826570003759116, 0.7669688999885693, 0.6345662000239827, 0.5502160000032745, 0.5015534000121988, 0.5334255000343546, 0.7168627000064589, 0.6876641000271775, 0.5503752999939024, 0.5345355999888852, 0.5345320000196807, 0.8503499000216834, 0.46987550001358613, 0.5337988000246696, 0.6480473999981768, 0.5011200000299141, 0.5681716999970376, 0.6837622000020929, 0.4674379000207409, 0.49753819999750704, 0.9178744999808259, 0.6360636000172235, 1.0179070999729447, 0.5163702999707311]",666,food,0,1,BR,1,2023-07-17_14h19.11.061,crystals,2022.2.4,60.085609964439804,
strawberries.jpg,stimuli/food/,stimuli/food/strawberries.jpg,0,0,0,0,0,28,28,65,,,,,96.0202513000113,96.58664839999983,6.43375,0.5505057999980636,29,"[1.6845920999767259, 0.8337809999939054, 0.7335125000099652, 4.218718499992974, 0.46825400000670925, 0.7669633000041358, 0.6345606000395492, 0.5502096999553032, 0.5015247000264935, 0.5334193000453524, 0.7168563000159338, 0.6876487000263296, 0.5503682999988087, 0.5345272999838926, 0.5345247999648564, 0.8503420000197366, 0.4698708000360057, 0.5337919000303373, 0.6480420000152662, 0.5011134000378661, 0.5681661000126041, 0.6837556999525987, 0.4674323999788612, 0.49752979999175295, 0.9178679999895394, 0.6360502000316046, 1.0179003999801353, 0.5163606000132859, 0.5520856999792159]","[1.6845968999550678, 0.8337862000335008, 0.7335207000141963, 4.218725099985022, 0.46826570003759116, 0.7669688999885693, 0.6345662000239827, 0.5502160000032745, 0.5015534000121988, 0.5334255000343546, 0.7168627000064589, 0.6876641000271775, 0.5503752999939024, 0.5345355999888852, 0.5345320000196807, 0.8503499000216834, 0.46987550001358613, 0.5337988000246696, 0.6480473999981768, 0.5011200000299141, 0.5681716999970376, 0.6837622000020929, 0.4674379000207409, 0.49753819999750704, 0.9178744999808259, 0.6360636000172235, 1.0179070999729447, 0.5163702999707311, 0.5520920000271872]",666,food,0,1,BR,1,2023-07-17_14h19.11.061,crystals,2022.2.4,60.085609964439804,
yellow popcorn.jpg,stimuli/food/,stimuli/food/yellow popcorn.jpg,0,0,0,0,0,29,29,73,,,,,97.68664550001267,98.27976840001065,5.63125,0.5400041000102647,30,"[1.6845920999767259, 0.8337809999939054, 0.7335125000099652, 4.218718499992974, 0.46825400000670925, 0.7669633000041358, 0.6345606000395492, 0.5502096999553032, 0.5015247000264935, 0.5334193000453524, 0.7168563000159338, 0.6876487000263296, 0.5503682999988087, 0.5345272999838926, 0.5345247999648564, 0.8503420000197366, 0.4698708000360057, 0.5337919000303373, 0.6480420000152662, 0.5011134000378661, 0.5681661000126041, 0.6837556999525987, 0.4674323999788612, 0.49752979999175295, 0.9178679999895394, 0.6360502000316046, 1.0179003999801353, 0.5163606000132859, 0.5520856999792159, 0.5167517999652773]","[1.6845968999550678, 0.8337862000335008, 0.7335207000141963, 4.218725099985022, 0.46826570003759116, 0.7669688999885693, 0.6345662000239827, 0.5502160000032745, 0.5015534000121988, 0.5334255000343546, 0.7168627000064589, 0.6876641000271775, 0.5503752999939024, 0.5345355999888852, 0.5345320000196807, 0.8503499000216834, 0.46987550001358613, 0.5337988000246696, 0.6480473999981768, 0.5011200000299141, 0.5681716999970376, 0.6837622000020929, 0.4674379000207409, 0.49753819999750704, 0.9178744999808259, 0.6360636000172235, 1.0179070999729447, 0.5163702999707311, 0.5520920000271872, 0.5167578000109643]",666,food,0,1,BR,1,2023-07-17_14h19.11.061,crystals,2022.2.4,60.085609964439804,
